Date,Student Loan A,Student Loan A,Student Loan A,Student Loan A,Student Loan A,Parent Loan B,gdfs,345,345,Total Payment,Total Balance
2101-03-09,0,0,0,0,0,24.0,780.0,0,0,804.0,4.0356516042398185e+105
2101-04-08,0,0,0,0,0,24.0,780.0,0,0,804.0,5.180007607085904e+105
2101-05-08,0,0,0,0,0,24.0,780.0,0,0,804.0,6.648859079232181e+105
2101-06-07,0,0,0,0,0,24.0,780.0,0,0,804.0,8.534220489370622e+105
2101-07-07,0,0,0,0,0,24.0,780.0,0,0,804.0,1.0954198080192153e+106
2101-08-06,0,0,0,0,0,24.0,780.0,0,0,804.0,1.4060388494712394e+106
2101-09-05,0,0,0,0,0,24.0,780.0,0,0,804.0,1.8047375369240428e+106
2101-10-05,0,0,0,0,0,24.0,780.0,0,0,804.0,2.316491879586066e+106
2101-11-04,0,0,0,0,0,24.0,780.0,0,0,804.0,2.9733601248933474e+106
2101-12-04,0,0,0,0,0,24.0,780.0,0,0,804.0,3.816491009623379e+106
2102-01-03,0,0,0,0,0,24.0,780.0,0,0,804.0,4.898701473996036e+106
2102-02-02,0,0,0,0,0,24.0,780.0,0,0,804.0,6.287785316622309e+106
2102-03-04,0,0,0,0,0,24.0,780.0,0,0,804.0,8.070760057089183e+106
2102-04-03,0,0,0,0,0,24.0,780.0,0,0,804.0,1.0359318045880226e+107
2102-05-03,0,0,0,0,0,24.0,780.0,0,0,804.0,1.3296823299985988e+107
2102-06-02,0,0,0,0,0,24.0,780.0,0,0,804.0,1.706729237272174e+107
2102-07-02,0,0,0,0,0,24.0,780.0,0,0,804.0,2.1906921853753796e+107
2102-08-01,0,0,0,0,0,24.0,780.0,0,0,804.0,2.8118884625982613e+107
2102-08-31,0,0,0,0,0,24.0,780.0,0,0,804.0,3.6092321773350285e+107
2102-09-30,0,0,0,0,0,24.0,780.0,0,0,804.0,4.63267198652455e+107
2102-10-30,0,0,0,0,0,24.0,780.0,0,0,804.0,5.946320070374662e+107
2102-11-29,0,0,0,0,0,24.0,780.0,0,0,804.0,7.632468364302821e+107
2102-12-29,0,0,0,0,0,24.0,780.0,0,0,804.0,9.796743640207867e+107
2103-01-28,0,0,0,0,0,24.0,780.0,0,0,804.0,1.257472437106133e+108
2103-02-27,0,0,0,0,0,24.0,780.0,0,0,804.0,1.614043388449927e+108
2103-03-29,0,0,0,0,0,24.0,780.0,0,0,804.0,2.0717241849007968e+108
2103-04-28,0,0,0,0,0,24.0,780.0,0,0,804.0,2.659185700345269e+108
2103-05-28,0,0,0,0,0,24.0,780.0,0,0,804.0,3.4132287687993385e+108
2103-06-27,0,0,0,0,0,24.0,780.0,0,0,804.0,4.3810895292670963e+108
2103-07-27,0,0,0,0,0,24.0,780.0,0,0,804.0,5.623398477977081e+108
2103-08-26,0,0,0,0,0,24.0,780.0,0,0,804.0,7.217978594334966e+108
2103-09-25,0,0,0,0,0,24.0,780.0,0,0,804.0,9.26472046971488e+108
2103-10-25,0,0,0,0,0,24.0,780.0,0,0,804.0,1.1891839835784716e+109
2103-11-24,0,0,0,0,0,24.0,780.0,0,0,804.0,1.5263909487849698e+109
2103-12-24,0,0,0,0,0,24.0,780.0,0,0,804.0,1.959216875358242e+109
2104-01-23,0,0,0,0,0,24.0,780.0,0,0,804.0,2.514775633165305e+109
2104-02-22,0,0,0,0,0,24.0,780.0,0,0,804.0,3.227869545583412e+109
2104-03-23,0,0,0,0,0,24.0,780.0,0,0,804.0,4.143169540015968e+109
2104-04-22,0,0,0,0,0,24.0,780.0,0,0,804.0,5.318013505472551e+109
2104-05-22,0,0,0,0,0,24.0,780.0,0,0,804.0,6.825998157024357e+109
2104-06-21,0,0,0,0,0,24.0,780.0,0,0,804.0,8.761589415249072e+109
2104-07-21,0,0,0,0,0,24.0,780.0,0,0,804.0,1.1246040112449836e+110
2104-08-20,0,0,0,0,0,24.0,780.0,0,0,804.0,1.4434985733377392e+110
2104-09-19,0,0,0,0,0,24.0,780.0,0,0,804.0,1.8528194016677556e+110
2104-10-19,0,0,0,0,0,24.0,780.0,0,0,804.0,2.3782079169351878e+110
2104-11-18,0,0,0,0,0,24.0,780.0,0,0,804.0,3.0525764632442066e+110
2104-12-18,0,0,0,0,0,24.0,780.0,0,0,804.0,3.918170063095646e+110
2105-01-17,0,0,0,0,0,24.0,780.0,0,0,804.0,5.029212807014548e+110
2105-02-16,0,0,0,0,0,24.0,780.0,0,0,804.0,6.455304657770728e+110
2105-03-18,0,0,0,0,0,24.0,780.0,0,0,804.0,8.285781457987908e+110
2105-04-17,0,0,0,0,0,24.0,780.0,0,0,804.0,1.063531126867763e+111
2105-05-17,0,0,0,0,0,24.0,780.0,0,0,804.0,1.3651077614727313e+111
2105-06-16,0,0,0,0,0,24.0,780.0,0,0,804.0,1.7521999623286975e+111
2105-07-16,0,0,0,0,0,24.0,780.0,0,0,804.0,2.2490566639753283e+111
2105-08-15,0,0,0,0,0,24.0,780.0,0,0,804.0,2.88680286869162e+111
2105-09-14,0,0,0,0,0,24.0,780.0,0,0,804.0,3.705389435567189e+111
2105-10-14,0,0,0,0,0,24.0,780.0,0,0,804.0,4.756095754967748e+111
2105-11-13,0,0,0,0,0,24.0,780.0,0,0,804.0,6.104742085486e+111
2105-12-13,0,0,0,0,0,24.0,780.0,0,0,804.0,7.835812786438879e+111
2106-01-12,0,0,0,0,0,24.0,780.0,0,0,804.0,1.005774874094963e+112
2106-02-11,0,0,0,0,0,24.0,780.0,0,0,804.0,1.2909740507218908e+112
2106-03-13,0,0,0,0,0,24.0,780.0,0,0,804.0,1.6570447746937146e+112
2106-04-12,0,0,0,0,0,24.0,780.0,0,0,804.0,2.126919114915083e+112
2106-05-12,0,0,0,0,0,24.0,780.0,0,0,804.0,2.7300317954457983e+112
2106-06-11,0,0,0,0,0,24.0,780.0,0,0,804.0,3.504164099085908e+112
2106-07-11,0,0,0,0,0,24.0,780.0,0,0,804.0,4.49781063129246e+112
2106-08-10,0,0,0,0,0,24.0,780.0,0,0,804.0,5.773217207563062e+112
2106-09-09,0,0,0,0,0,24.0,780.0,0,0,804.0,7.4102801691597104e+112
2106-10-09,0,0,0,0,0,24.0,780.0,0,0,804.0,9.511551395209107e+112
2106-11-08,0,0,0,0,0,24.0,780.0,0,0,804.0,1.2208662544261552e+113
2106-12-08,0,0,0,0,0,24.0,780.0,0,0,804.0,1.5670570964346676e+113
2107-01-07,0,0,0,0,0,24.0,780.0,0,0,804.0,2.0114143826839502e+113
2107-02-06,0,0,0,0,0,24.0,780.0,0,0,804.0,2.581774351472413e+113
2107-03-08,0,0,0,0,0,24.0,780.0,0,0,804.0,3.313866530588563e+113
2107-04-07,0,0,0,0,0,24.0,780.0,0,0,804.0,4.253551971454087e+113
2107-05-07,0,0,0,0,0,24.0,780.0,0,0,804.0,5.4596961606198345e+113
2107-06-06,0,0,0,0,0,24.0,780.0,0,0,804.0,7.007856578768199e+113
